processing_order,source_message_id,segment_id,segment_name,market_group,created_at,updated_at,edited_at,raw_text,normalized_text,normalized_text_hash,record_type,action_label,action_scope,symbol_group,symbol_raw,symbol,symbols_json,contract_month,strike_price,option_type,direction,quantity_percent,quantity_basis,remaining_holding_multiplier,quantity_rule_source,quantity_is_default,execution_prices_json,execution_price_primary,stop_loss,targets_json,target_1,target_2,is_correction,is_multi_instrument,requires_context,auto_apply_eligible,label_confidence,needs_review,label_status,label_source,label_reason,percentage_semantics,exact_duplicate_count,exact_duplicate_rank,is_exact_duplicate,production_status
454,6a2256d7109e0591bbf6eb5d,6a20c6ae59359ea1faef274f,Indian Indices,INDIA_INDEX,2026-06-05T04:55:51.528Z,2026-06-05T04:55:51.528Z,,50% SELL BANKNIFTY @55045 SL 55500 TGT 54500-54000,50% SELL BANKNIFTY @55045 SL 55500 TGT 54500-54000,ebbafb053844e2c7,TRADE_ACTION,OPEN_SHORT,SINGLE_INSTRUMENT,,BANKNIFTY,BANKNIFTY,"[""BANKNIFTY""]",,,,SHORT,50.0,MODEL_ALLOCATION,,EXPLICIT_PERCENT,False,[55045.0],55045.0,55500.0,"[54500.0, 54000.0]",54500.0,54000.0,False,False,False,True,0.97,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Sell with stop/target opens a short allocation.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
455,6a2256fd109e0591bbf6ebbb,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-06-05T04:56:29.712Z,2026-06-05T04:56:29.712Z,,50% PROFIT BOOK IN ICICIBANK @1268.50,50% PROFIT BOOK IN ICICIBANK @1268.50,d9168e4ac96fa8cb,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,ICICIBANK,ICICIBANK,"[""ICICIBANK""]",,,,,50.0,CURRENT_HOLDING,0.5,EXPLICIT_PERCENT,False,[1268.5],1268.5,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit percentage reduction of current holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
456,6a225a57109e0591bbf6ed38,6a20c6ae59359ea1faef274f,Indian Indices,INDIA_INDEX,2026-06-05T05:10:47.872Z,2026-06-05T05:10:47.872Z,,50% PROFIT BOOK IN NIFTY @23410,50% PROFIT BOOK IN NIFTY @23410,8cc65f4c71f9e1ab,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,NIFTY,NIFTY,"[""NIFTY""]",,,,,50.0,CURRENT_HOLDING,0.5,EXPLICIT_PERCENT,False,[23410.0],23410.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit percentage reduction of current holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
457,6a225a72109e0591bbf6ed53,6a20c6ae59359ea1faef274f,Indian Indices,INDIA_INDEX,2026-06-05T05:11:14.498Z,2026-06-05T05:11:14.498Z,,50% PROFIT BOOK IN BANKNIFTY @54600,50% PROFIT BOOK IN BANKNIFTY @54600,05c4ab3f55266b31,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,BANKNIFTY,BANKNIFTY,"[""BANKNIFTY""]",,,,,50.0,CURRENT_HOLDING,0.5,EXPLICIT_PERCENT,False,[54600.0],54600.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit percentage reduction of current holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
458,6a225a83109e0591bbf6ed72,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-06-05T05:11:31.241Z,2026-06-05T05:11:31.241Z,,50% PROFIT BOOK IN SBIN @983,50% PROFIT BOOK IN SBIN @983,c0328dc92d15b61b,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,SBIN,SBIN,"[""SBIN""]",,,,,50.0,CURRENT_HOLDING,0.5,EXPLICIT_PERCENT,False,[983.0],983.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit percentage reduction of current holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
459,6a225aa4109e0591bbf6eda5,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-06-05T05:12:04.293Z,2026-06-05T05:12:04.293Z,,50% PROFIT BOOK IN TMPV @394.50,50% PROFIT BOOK IN TMPV @394.50,771c6588e718a5e6,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,TMPV,TMPV,"[""TMPV""]",,,,,50.0,CURRENT_HOLDING,0.5,EXPLICIT_PERCENT,False,[394.5],394.5,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit percentage reduction of current holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
460,6a22601e109e0591bbf6eec9,6a20c6ae59359ea1faef274f,Indian Indices,INDIA_INDEX,2026-06-05T05:35:26.372Z,2026-06-05T05:35:26.372Z,,50% SELL BANKNIFTY @54950 TGT 54000-53600,50% SELL BANKNIFTY @54950 TGT 54000-53600,878bae6de009b703,TRADE_ACTION,OPEN_SHORT,SINGLE_INSTRUMENT,,BANKNIFTY,BANKNIFTY,"[""BANKNIFTY""]",,,,SHORT,50.0,MODEL_ALLOCATION,,EXPLICIT_PERCENT,False,[54950.0],54950.0,,"[54000.0, 53600.0]",54000.0,53600.0,False,False,False,True,0.97,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Sell with stop/target opens a short allocation.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
461,6a226044109e0591bbf6ef03,6a20c6ae59359ea1faef274f,Indian Indices,INDIA_INDEX,2026-06-05T05:36:04.748Z,2026-06-05T05:36:04.748Z,,50% SELL NIFTY @23540  TGT 23400-23300,50% SELL NIFTY @23540 TGT 23400-23300,a4cfb8d1f79bc229,TRADE_ACTION,OPEN_SHORT,SINGLE_INSTRUMENT,,NIFTY,NIFTY,"[""NIFTY""]",,,,SHORT,50.0,MODEL_ALLOCATION,,EXPLICIT_PERCENT,False,[23540.0],23540.0,,"[23400.0, 23300.0]",23400.0,23300.0,False,False,False,True,0.97,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Sell with stop/target opens a short allocation.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
462,6a22606b109e0591bbf6ef1b,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-06-05T05:36:43.556Z,2026-06-05T05:36:43.556Z,,SELL SBIN @995 SL 1022 TGT 982-963,SELL SBIN @995 SL 1022 TGT 982-963,373d3be23d911a39,TRADE_ACTION,OPEN_SHORT,SINGLE_INSTRUMENT,,SBIN,SBIN,"[""SBIN""]",,,,SHORT,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,True,[995.0],995.0,1022.0,"[982.0, 963.0]",982.0,963.0,False,False,False,True,0.96,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Sell/short instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
463,6a2267a9109e0591bbf6efdb,6a0d881f835de84db369357c,MCX,INDIA_COMMODITY,2026-06-05T06:07:37.166Z,2026-06-05T06:07:37.166Z,,POSITIONAL TRADERS HOLD SILVER WITH SL 254000,POSITIONAL TRADERS HOLD SILVER WITH SL 254000,9c8026351d699ebd,TRADE_UPDATE,UPDATE_STOP_LOSS,SINGLE_INSTRUMENT,,SILVER,SILVER,"[""SILVER""]",,,,,,NONE,,NOT_APPLICABLE,False,[],,254000.0,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Hold and update stop loss.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
464,6a226927109e0591bbf6f033,6a0d881f835de84db369357c,MCX,INDIA_COMMODITY,2026-06-05T06:13:59.036Z,2026-06-05T06:13:59.036Z,,HOLD COPPER WITH SL 1351,HOLD COPPER WITH SL 1351,dcc21d092fde7d59,TRADE_UPDATE,UPDATE_STOP_LOSS,SINGLE_INSTRUMENT,,COPPER,COPPER,"[""COPPER""]",,,,,,NONE,,NOT_APPLICABLE,False,[],,1351.0,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Hold and update stop loss.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
465,6a2269f4109e0591bbf6f0a3,6a0d881f835de84db369357c,MCX,INDIA_COMMODITY,2026-06-05T06:17:24.147Z,2026-06-05T06:17:24.147Z,,HOLD ALUMINI WITH SL 385,HOLD ALUMINI WITH SL 385,143bda986b65720e,TRADE_UPDATE,UPDATE_STOP_LOSS,SINGLE_INSTRUMENT,,ALUMINI,ALUMINIUM,"[""ALUMINIUM""]",,,,,,NONE,,NOT_APPLICABLE,False,[],,385.0,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Hold and update stop loss.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
466,6a226d69109e0591bbf6f18a,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-06-05T06:32:09.273Z,2026-06-05T06:32:09.273Z,,SELL TMPV @400 SL 412 TGT 393-381,SELL TMPV @400 SL 412 TGT 393-381,f83af13d19a30d16,TRADE_ACTION,OPEN_SHORT,SINGLE_INSTRUMENT,,TMPV,TMPV,"[""TMPV""]",,,,SHORT,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,True,[400.0],400.0,412.0,"[393.0, 381.0]",393.0,381.0,False,False,False,True,0.96,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Sell/short instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
467,6a226f45109e0591bbf6f20a,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-06-05T06:40:05.729Z,2026-06-05T06:40:39.080Z,2026-06-05T06:40:39.080Z,POSITIONAL 50% BUY MCX @2909  TGT 3100- 3200,POSITIONAL 50% BUY MCX @2909 TGT 3100- 3200,be80487c20596b6e,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,MCX,MCX,"[""MCX""]",,,,LONG,50.0,MODEL_ALLOCATION,,EXPLICIT_PERCENT,False,[2909.0],2909.0,,"[3100.0, 3200.0]",3100.0,3200.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Buy instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
468,6a22731c109e0591bbf6f374,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-06-05T06:56:28.906Z,2026-06-05T06:57:12.474Z,2026-06-05T06:57:12.473Z,INTRADAY TRADERS FULL PROFIT BOOK IN ICICIBANK@1271,INTRADAY TRADERS FULL PROFIT BOOK IN ICICIBANK @1271,036a73d8f2a2f9b8,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,ICICIBANK,ICICIBANK,"[""ICICIBANK""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,False,[1271.0],1271.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit full exit.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
469,6a2278bd109e0591bbf6f459,6a20c6ae59359ea1faef274f,Indian Indices,INDIA_INDEX,2026-06-05T07:20:29.924Z,2026-06-05T07:20:29.924Z,,PART PROFIT BOOK IN NIFTY @23431,PART PROFIT BOOK IN NIFTY @23431,bcec6496af95c532,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,NIFTY,NIFTY,"[""NIFTY""]",,,,,25.0,CURRENT_HOLDING,0.75,PART_PROFIT_RULE,False,[23431.0],23431.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Part/partial profit means sell 25% of current holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
470,6a227e72109e0591bbf6f579,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-06-05T07:44:50.575Z,2026-06-05T07:44:50.575Z,,50% PROFIT BOOK IN SBIN @985.60,50% PROFIT BOOK IN SBIN @985.60,5d1c3165f99ff048,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,SBIN,SBIN,"[""SBIN""]",,,,,50.0,CURRENT_HOLDING,0.5,EXPLICIT_PERCENT,False,[985.6],985.6,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit percentage reduction of current holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
471,6a2281be109e0591bbf6f632,6a20c6ae59359ea1faef274f,Indian Indices,INDIA_INDEX,2026-06-05T07:58:54.206Z,2026-06-05T07:58:54.206Z,,PART PROFIT BOOK IN BANKNIFTY @54550,PART PROFIT BOOK IN BANKNIFTY @54550,bfd7151ef80af066,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,BANKNIFTY,BANKNIFTY,"[""BANKNIFTY""]",,,,,25.0,CURRENT_HOLDING,0.75,PART_PROFIT_RULE,False,[54550.0],54550.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Part/partial profit means sell 25% of current holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
472,6a22859f109e0591bbf6f7d3,6a20c6ae59359ea1faef274f,Indian Indices,INDIA_INDEX,2026-06-05T08:15:27.561Z,2026-06-05T08:15:27.561Z,,25% PROFIT BOOK IN NIFTY @23355,25% PROFIT BOOK IN NIFTY @23355,5ecc7438431fd4e9,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,NIFTY,NIFTY,"[""NIFTY""]",,,,,25.0,CURRENT_HOLDING,0.75,EXPLICIT_PERCENT,False,[23355.0],23355.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit percentage reduction of current holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
473,6a228859109e0591bbf6f824,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-06-05T08:27:05.014Z,2026-06-05T08:27:05.014Z,,50% PROFIT BOOK IN TMPV @394,50% PROFIT BOOK IN TMPV @394,d8f1cafec4cfd934,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,TMPV,TMPV,"[""TMPV""]",,,,,50.0,CURRENT_HOLDING,0.5,EXPLICIT_PERCENT,False,[394.0],394.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit percentage reduction of current holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,2,2,True,READY_FOR_AUTO_APPLY
474,6a228abf109e0591bbf6f9f3,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-06-05T08:37:19.552Z,2026-06-05T08:37:19.552Z,,BUY BHARTIARTL @1810 SL 1778 TGT 1845-1895,BUY BHARTIARTL @1810 SL 1778 TGT 1845-1895,ad58964b93c76c44,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,BHARTIARTL,BHARTIARTL,"[""BHARTIARTL""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,True,[1810.0],1810.0,1778.0,"[1845.0, 1895.0]",1845.0,1895.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Buy instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
475,6a2294f8109e0591bbf6fbd4,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-06-05T09:20:56.497Z,2026-06-05T09:20:56.497Z,,SELL TMPV @398 SL 410 TGT 390-385,SELL TMPV @398 SL 410 TGT 390-385,1c65412ec9436058,TRADE_ACTION,OPEN_SHORT,SINGLE_INSTRUMENT,,TMPV,TMPV,"[""TMPV""]",,,,SHORT,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,True,[398.0],398.0,410.0,"[390.0, 385.0]",390.0,385.0,False,False,False,True,0.96,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Sell/short instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
476,6a22993d109e0591bbf6fc52,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-06-05T09:39:09.389Z,2026-06-05T09:39:09.389Z,,BUY HDFCLIFE @576 SL 563 TGT 590-620,BUY HDFCLIFE @576 SL 563 TGT 590-620,66ce965e2847f10b,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,HDFCLIFE,HDFCLIFE,"[""HDFCLIFE""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,True,[576.0],576.0,563.0,"[590.0, 620.0]",590.0,620.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Buy instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
477,6a229989109e0591bbf6fc89,6a0d881f835de84db369357c,MCX,INDIA_COMMODITY,2026-06-05T09:40:25.216Z,2026-06-05T09:40:25.216Z,,POSITIONAL TRADERS HOLD GOLD WITH SL 156400,POSITIONAL TRADERS HOLD GOLD WITH SL 156400,a0ee373a46a47bbb,TRADE_UPDATE,UPDATE_STOP_LOSS,SINGLE_INSTRUMENT,,GOLD,GOLD,"[""GOLD""]",,,,,,NONE,,NOT_APPLICABLE,False,[],,156400.0,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Hold and update stop loss.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
478,6a22c6f0109e0591bbf70232,6a0d8832835de84db3693580,International Market,GLOBAL_COMMODITY,2026-06-05T12:54:08.736Z,2026-06-05T12:54:08.736Z,,Buy 50% silver July @72.24 with SL 70 for target 77-81,Buy 50% silver July @72.24 with SL 70 for target 77-81,9980cfcdf5aaa045,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,silver July,SILVER,"[""SILVER""]",JUL,,,LONG,50.0,MODEL_ALLOCATION,,EXPLICIT_PERCENT,False,[72.24],72.24,70.0,"[77.0, 81.0]",77.0,81.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Buy instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
479,6a22c729109e0591bbf7023f,6a0d8832835de84db3693580,International Market,GLOBAL_COMMODITY,2026-06-05T12:55:05.005Z,2026-06-05T12:55:05.005Z,,Buy 50% gold aug @4447 with SL 4400 for target 4550 / positional target 4750.,Buy 50% gold aug @4447 with SL 4400 for target 4550 / positional target 4750.,38dace210501125f,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,gold aug,GOLD,"[""GOLD""]",AUG,,,LONG,50.0,MODEL_ALLOCATION,,EXPLICIT_PERCENT,False,[4447.0],4447.0,4400.0,[4550.0],4550.0,,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Buy instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
480,6a22c75e109e0591bbf70258,6a0d8832835de84db3693580,International Market,GLOBAL_INDEX_OR_MACRO,2026-06-05T12:55:58.445Z,2026-06-05T12:55:58.445Z,,Buy nasdaq @30000 with SL 29750 for target 30400-30500,Buy nasdaq @30000 with SL 29750 for target 30400-30500,6d527bc1a177a020,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,nasdaq,NASDAQ,"[""NASDAQ""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,True,[30000.0],30000.0,29750.0,"[30400.0, 30500.0]",30400.0,30500.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Buy instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
481,6a22c775109e0591bbf70278,6a0d8832835de84db3693580,International Market,GLOBAL_INDEX_OR_MACRO,2026-06-05T12:56:21.586Z,2026-06-05T12:56:21.586Z,,Buy s&p500 @7535 with SL 7478 for target 7580-7610,Buy s&p500 @7535 with SL 7478 for target 7580-7610,c760be8d869285f7,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,s&p500,SP500,"[""SP500""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,True,[7535.0],7535.0,7478.0,"[7580.0, 7610.0]",7580.0,7610.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Buy instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
482,6a22cafd109e0591bbf70450,6a0d881f835de84db369357c,MCX,INDIA_COMMODITY,2026-06-05T13:11:25.198Z,2026-06-05T13:11:25.198Z,,Full Profit book in crude@8757,Full Profit book in crude @8757,eb950e5a33a03723,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,crude,CRUDE,"[""CRUDE""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,False,[8757.0],8757.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit full exit.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
483,6a22cfe4109e0591bbf70564,6a0d8832835de84db3693580,International Market,GLOBAL_EQUITY,2026-06-05T13:32:20.895Z,2026-06-05T13:32:20.895Z,,Positional buy 50% soxl @ 232 for target 260-280,Positional buy 50% soxl @ 232 for target 260-280,f2e5c1f2688660c5,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,soxl,SOXL,"[""SOXL""]",,,,LONG,50.0,MODEL_ALLOCATION,,EXPLICIT_PERCENT,False,[232.0],232.0,,"[260.0, 280.0]",260.0,280.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Buy instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
484,6a22d00d109e0591bbf70575,6a0d8832835de84db3693580,International Market,GLOBAL_EQUITY,2026-06-05T13:33:01.563Z,2026-06-05T13:33:01.563Z,,Buy 50% MU @ 956 for target 1000-1040,Buy 50% MU @ 956 for target 1000-1040,868224562d7fbc19,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,MU,MU,"[""MU""]",,,,LONG,50.0,MODEL_ALLOCATION,,EXPLICIT_PERCENT,False,[956.0],956.0,,"[1000.0, 1040.0]",1000.0,1040.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Buy instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
485,6a22d018109e0591bbf70586,6a0d8832835de84db3693580,International Market,GLOBAL_EQUITY,2026-06-05T13:33:12.418Z,2026-06-05T13:33:12.418Z,,Buy 50% sndk @1668 for target 1800,Buy 50% sndk @1668 for target 1800,b6170428f7cd004b,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,sndk,SNDK,"[""SNDK""]",,,,LONG,50.0,MODEL_ALLOCATION,,EXPLICIT_PERCENT,False,[1668.0],1668.0,,[1800.0],1800.0,,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Buy instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
486,6a22d032109e0591bbf70593,6a0d8832835de84db3693580,International Market,GLOBAL_EQUITY,2026-06-05T13:33:38.362Z,2026-06-05T13:33:38.362Z,,Buy 50% amd @504 with SL 490 for target 524-540,Buy 50% amd @504 with SL 490 for target 524-540,f1be2f9b4cab0560,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,amd,AMD,"[""AMD""]",,,,LONG,50.0,MODEL_ALLOCATION,,EXPLICIT_PERCENT,False,[504.0],504.0,490.0,"[524.0, 540.0]",524.0,540.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Buy instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
487,6a22d1d7109e0591bbf705bc,6a0d8832835de84db3693580,International Market,GLOBAL_INDEX_OR_MACRO,2026-06-05T13:40:39.037Z,2026-06-05T13:40:39.037Z,,Buy Russell @2895 with SL 2878 for target 2930,Buy Russell @2895 with SL 2878 for target 2930,3b976179a2db4699,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,Russell,RUSSELL,"[""RUSSELL""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,True,[2895.0],2895.0,2878.0,[2930.0],2930.0,,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Buy instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
